registroans;cnpj;razaosocial;nomefantasia;modalidade;logradouro;numero;complemento;bairro;cidade;uf;cep;ddd;telefone;fax;enderecoeletronico;representante;cargorepresentante;dataregistroans
328031;2510000000000;UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO;;Cooperativa Médica;RUA BARÃO DE MELGAÇO;2754;6º ANDAR;CENTRO SUL;Cuiabá;MT;78020800;65;36245443;36230462;regulamentacao@unimedmt.coop.br;RUBENS CARLOS DE OLIVEIRA JUNIOR;DIRETOR PRESIDENTE;1998-12-24
351792;81700000000000;UNIMED FOZ DO IGUACU COOPERATIVA TRABALHO MEDICO;UNIMEDFOZ;Cooperativa Médica;RUA MARECHAL DEODORO DA FONSECA;481;;CENTRO;Foz do Iguaçu;PR;85851030;45;35231144;35231144;diretoria@unimedfoz.com.br;ISIDORO ANTONIO VILLAMAYOR ALVAREZ;PRESIDENTE;1998-12-17
354783;45300000000000;UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES;UNIMED DE FRANCA;Cooperativa Médica;RUA GENERAL CARNEIRO;1595;;CENTRO;Franca;SP;14400500;16;37116725;37116785;juridico@unimedfranca.com.br;DANIEL MARTINIANO HABER;DIRETOR PRESIDENTE;1998-12-18
336858;81700000000000;UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO;UNIMED FRANCISCO BELTRAO;Cooperativa Médica;AV. JULIO ASSIS CAVALHEIRO;1171;;CENTRO;Francisco Beltrão;PR;85601000;46;35205834;35205834;nucleoregulamentar@unimedfb.coop.br;WEMILDA MARTA FREGONESE FELTRIN;PRESIDENTE;1998-12-17
352179;87700000000000;UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;UNIMED FRONTEIRA NOROESTE/RS;Cooperativa Médica;RUA FRANCISCO TIMM;673;;CENTRO;Santa Rosa;RS;98900000;5;535125424;535125424;unimed@unimed-fno.com.br;MARCOS CHRISTENSEN;PRESIDENTE;1998-12-22
371564;2250000000000;UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED FRUTAL COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;RUA SENADOR GOMES DA SILVA;410;;CENTRO;Frutal;MG;38200000;34;34299300;34299301;ans@unimedfrutal.coop.br;ALBERTO FUAD BICHARA;PRESIDENTE;1998-12-17
382876;2480000000000;UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO;UNIMED GOIANIA;Cooperativa Médica;PRAÇA GILSON ALVES DE SOUZA;650;T-7 ESQ. C/T-1;SETOR BUENO;Goiânia;GO;74210250;62;32168000;8049;assuntos.ans@unimedgoiania.com.br;SERGIO BAIOCCHI CARNEIRO;REPRESENTANTE LEGAL;1998-12-28
386588;42900000000000;UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA.;UNIMED GV COOP TRABALHO MEDICO LTDA;Cooperativa Médica;RUA DOM PEDRO II;435;;CENTRO;Governador Valadares;MG;35010090;33;21012924;21012925;diretoria@unimedgv.com.br;PAULO ROBERTO FONTES;DIRETOR PRESIDENTE;1998-12-17
360449;77900000000000;UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO;UNIMED GRANDE FLORIANÓPOLIS ;Cooperativa Médica;RUA DOM JAIME CAMARA;94;;CENTRO;Florianópolis;SC;88015120;48;3,29E+11;32168105;regulacao@unimedflorianopolis.com.br;AMILTON CARNIEL GUIMARAES;REPRESENTANTE;1998-12-16
322571;78000000000000;UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO;UNIMED GUARAPUAVA;Cooperativa Médica;RUA CAPITÃO ROCHA, 1273;1263 a 1273;;CENTRO;Guarapuava;PR;85010270;42;36217500;36217500;guarapuava@unimedpr.coop.br;JOSÉ MOACIR MIERZVA;DIRETOR PRESIDENTE;1998-12-17
318035;26300000000000;UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO;UNIMED GUAXUPÉ;Cooperativa Médica;RUA CORONEL ANTONIO COSTA;306;;CENTRO;Guaxupé;MG;37800000;35;35596000;35596168;ans@unimedguaxupe.coop.br;NICOLAU BALBINO NETO;DIRETOR PRESIDENTE;1998-12-18
301124;1480000000000;UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO;UNIMED GURUPI;Cooperativa Médica;AVENIDA ALAGOAS;2125;L 01 - QD A - LOTEAMENTO DOM PEDRO I;CENTRO;Gurupi;TO;77410070;63;33012521;33012524;gerencia@unimedgurupi.com.br;LUIZ PAULO DA SILVEIRA;PRESIDENTE;1998-12-24
304395;22700000000000;UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA.;UNIMED INCONFIDENTES;Cooperativa Médica;PRAÇA BARAO DE SARAMENHA;1;;SARAMENHA;Ouro Preto;MG;35400000;31;35597200;35597211;unimed@unimedinconfidentes.coop.br;DIMAS ANTÔNIO FERREIRA DUTRA;DIRETOR PRESIDENTE;1998-12-17
320838;1650000000000;UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS;INTRA SUL DE MINAS;Cooperativa Médica;RUA IRMAO MARIO ESDRAS;200;;VILA PINTO;Varginha;MG;37010660;;;;warlei@unimedsuldeminas.coop.br;MARCELO COUTO LUNA DE ALMEIDA;DIRETOR PRESIDENTE;1998-12-18
335517;65300000000000;UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO;UNIMED ITABIRA COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;RUA DR. SIZENANDO DE BARROS;62;2º ANDAR;CENTRO;Itabira;MG;35900006;31;38397704;38397720;produtos@unimeditabira.com.br;VIRGILINO QUINTÃO TORRES CRUZ;DIRETOR PRESIDENTE;1998-12-17
322831;23800000000000;UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO;UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;AVENIDA CESARIO ALVIM;382;;CENTRO;Itajubá;MG;37501059;3;536292800;536292822;diretoria@unimeditajuba.com.br;ROGERIO VILELA PINTO;DIRETOR-PRESIDENTE;1998-12-18
356581;71100000000000;UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.;UNIMED ITAÚNA;Cooperativa Médica;RUA ANTÔNIO DE MATOS ;146;GALERIA - EDIF. PORTINARI;CENTRO;Itaúna;MG;35680030;37;32496100;32496110;contabilidade@unimeditauna.coop.br;GERALDO EUSTÁQUIO PEREIRA;DIRETOR PRESIDENTE;1998-12-18
301060;41900000000000;UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA.;UNIMED ITUIUTABA;Cooperativa Médica;AV. DEZESSETE;1196;;CENTRO;Ituiutaba;MG;38300132;34;32680700;32680701;unimed@unimedituiutaba.coop.br;ADALBERTO ABDO MARTINS;DIRETOR PRESIDENTE;1998-12-17
352314;66200000000000;UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.;UNIMED JOÃO MONLEVADE;Cooperativa Médica;RUA FLORIANOPOLIS;27;PRÉDIO;CARNEIRINHOS;João Monlevade;MG;35930018;31;38514888;38514820;unimed@unimedjm.coop.br;MARCELO LOPES DA MOTA;DIRETOR PRESIDENTE;1998-12-17
321044;8680000000000;UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO;UNIMED JOAO PESSOA;Cooperativa Médica;AV MARECHAL DEODORO;420;;TORRE;João Pessoa;PB;58040910;83;21060216;32414359;suenia.brito@unimedjp.com.br;GUALTER LISBOA RAMALHO ;DIRETOR PRESIDENTE;1998-12-21
306886;17700000000000;UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA;UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;RUA ESPÍRITO SANTO;1115;SALA 03 E SALA 06 - 25º ANDAR;CENTRO;Juiz de Fora;MG;36016905;32;32495500;32495584;juridico@unimedjf.coop.br;DARLAN KNEIPP;DIRETOR PRESIDENTE;1998-12-16
303267;56700000000000;UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO;UNIMED JUNDIAÍ;Cooperativa Médica;AV. DONA MANOELA LACERDA DE VERGUEIRO ;25;;ANHANGABAÚ;Jundiaí;SP;13208057;11;45831000;45831049;diretoria@unimedjundiai.com.br;NILTON JESUS FERNANDES;PRESIDENTE;1998-12-18
345458;66500000000000;UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO;UNIMED LAVRAS;Cooperativa Médica;RUA DESEMBARGADOR ALBERTO LUZ;211;;CENTRO;Lavras;MG;37200000;35;38290011;38290038;ans@unimedlavras.coop.br;OSMAR FRANCISCO MARQUES DE CARVALHO;REPRESENTANTE;1998-12-18
386901;42900000000000;UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA;UNIMED LEOPLDINA;Cooperativa Médica;RUA RIBEIRO JUNQUEIRA;175;;CENTRO;Leopoldina;MG;36700000;32;34495064;34495052;ans@unimedleopoldina.coop.br;MARCO ANTONIO DE OLIVEIRA LACERDA;REPRESENTANTE;1998-12-16
358088;53700000000000;UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO;UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;RUA CORONEL ERNESTO DE OLIVEIRA;735;;VILA CONRADO;São João da Boa Vista;SP;13870249;19;36382888;36382888;bia@unimedlestepaulista.com.br;LUÍS ANTÔNIO ESTEVAM;DIRETOR PRESIDENTE;1998-12-18
303356;85400000000000;UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA;UNIMED LITORAL;Cooperativa Médica;AV. CEL. MARCOS KONDER;1233;;CENTRO;Itajaí;SC;88301303;47;3,34E+11;33414444;ans@unimedlitoral.com.br;CHRISTIANE RAMOS DERINGER;SUPERINTENDENTE TÉCNICA;1998-12-16
300136;104000000000;UNIMED LITORAL SUL/RS - COOPERATIVA MÉDICA LTDA.;UNIMED LITORAL SUL/RS;Cooperativa Médica;RUA AQUIDABAN;692;;CENTRO;Rio Grande;RS;96200480;53;32313766;332319333;unimedls@unilis.com.br;JOSÉ CARLOS HENRIQUE DUARTE DOS SANTOS;PRESIDENTE;1998-12-18
327689;12400000000000;UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO;UNIMED MACEIÓ COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;AV. FERNANDES LIMA;3113;;FAROL;Maceió;AL;57057000;82;21211663;21211666;unimed@unimedmaceio.com.br;DANIEL DE MACEDO VERAS;PRESIDENTE;1998-12-23
354678;86600000000000;UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO;UNIMED MACHADO;Cooperativa Médica;AVENIDA ARTUR BERNARDES;120;LOJAS 1 E 2;CENTRO;Machado;MG;37750000;3;532950700;;gerencia@unimedmachado.coop.br;CLÁUDIO DE LIMA ALVES;DIRETOR PRESIDENTE;1998-12-18
352543;7060000000000;UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO;UNIMED IMPERATRIZ;Cooperativa Médica;RUA CEARA;701;;CENTRO;Imperatriz;MA;65901610;9;935253398;935251814;assessoria.operacional@unimedimperatriz.com.br;IRISNALDO FELIX DA SILVA;PRESIDENTE;1998-12-21
321087;368000000000;UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA.;UNIMED MARQUÊS DE VALENÇA;Cooperativa Médica;AV. NILO PEÇANHA;428;;CENTRO;Valença;RJ;27600000;2;424539750;;gerenciageral@mvalenca.unimed.coop.br;OSCAR SILVA LEITE PINTO;DIRETOR PRESIDENTE;1998-12-21
301744;1360000000000;UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO;UNIMED MEIO OESTE - SC;Cooperativa Médica;AV.XV DE NOVEMBRO;125;;CENTRO;Joaçaba;SC;89600000;49;35519100;35519109;ans@unimedmeiooeste.coop.br;HOTONE DALLACOSTA;PRESIDENTE;1998-12-17
318566;35600000000000;UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO;UNIMED METROPOLITANA DO AGRESTE;Cooperativa Médica;RUA MIGUEL TERTULIANO;579;;ZÉLIA BARBOSA ROCHA;Arapiraca;AL;57305610;82;35219400;9424;ans.relacionamento@unimedmetropolitana.com;LENILDO AMORIM DA SILVA;PRESIDENTE;1998-12-21
311618;87700000000000;UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;UNIMED MISSÕES/RS;Cooperativa Médica;AV. GETÚLIO VARGAS;1079;PRÉDIO;CENTRO;Santo Ângelo;RS;98801570;5;533130500;533130542;unimed@unimedmissoes.com.br;ROBERTO ANTÔNIO VALANDRO BELLINASO;PRESIDENTE;1998-12-22
304051;16900000000000;UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA.;UNIMED NORTE DE MINAS;Cooperativa Médica;RUA IRMÃ BEATA;368;2º E 3º ANDAR;CENTRO;Montes Claros;MG;39400110;3;832291500;832291515;diretoriaexecutiva@unimednm.coop.br;FARLEY CARNEIRO E SILVA;REPRESENTANTE;1998-12-18
342157;2190000000000;UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO;UNIMED MORRINHOS;Cooperativa Médica;AVENIDA COUTO DE MAGALHÃES;385;;CENTRO;Morrinhos;GO;75650000;64;34131650;34132111;unimed@unimedmorrinhos.com.br;FRANCISCO MARTINS DA SILVA;PRESIDENTE;1998-12-24
368148;26000000000000;UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;AVENIDA JUSCELINO KUBITSCHEK;1095;;CENTRO;Muriaé;MG;36880000;32;2612;37211923;gerencia@unimedmuriae.com.br;MAURICIO DE ABREU LIMA CAMPOS;DIRETOR PRESIDENTE;1998-12-17
335592;8380000000000;UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO;UNIMED NATAL SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;RUA MIPIBU;511;;PETROPOLIS;Natal;RN;59020250;84;32206300;32113290;diretoria@unimednatal.com.br;FERNANDO JOSÉ PINTO DE PAIVA;PRESIDENTE;1998-12-28
328294;1560000000000;UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS;UNIMED NORDESTE PAULISTA FEDERAÇÃO INTRAFED.COOP.MEDICAS;Cooperativa Médica;RUA ANTONIO MOISES SAAD;1155;;LAGOINHA;Ribeirão Preto;SP;14095230;16;30199750;30199750;diretoria@ufenesp.com.br;EDMILSON ROCHA DE SOUZA;DIRETOR PRESIDENTE;1998-12-22
325571;87800000000000;UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTDA.;UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTD;Cooperativa Médica;RUA MOREIRA CESAR;2400;;PIO X;Caxias do Sul;RS;95034000;54;32202000;32202077;regulacao.ans@unimed-ners.com.br;PRIMO AGOSTINHO PICCOLI NETO;DIRETOR TÉCNICO;1998-12-22
371629;39400000000000;UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.;;Cooperativa Médica;AV GETULIO VARGAS;196;1º E 2º ANDARES;CENTRO;Colatina;ES;29700010;27;37231031;37231003;unimednoc@unimednoc.com.br;WELDERSON LUIZ SPECIMILI RODRIGUES;DIRETOR PRESIDENTE;1998-12-16
315494;41900000000000;UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED NOROESTE DE MINAS;Cooperativa Médica;RUA JOSINO VALADARES;33;;CENTRO;Paracatu;MG;38600000;38;33112100;33112126;gerencia@unimednet.com.br;ROGÉRIO FERREIRA;DIRETOR PRESIDENTE;1998-12-17
365777;81700000000000;UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .;UNIMED DE UMUARAMA;Cooperativa Médica;RUA JUSSARA;3691;;CENTRO;Umuarama;PR;87501010;44;36233883;;umuarama@unimedpr.coop.br;RONALDO BORGES PEREIRA;DEIRETOR PRESIDENTE;1998-12-17
360414;29000000000000;UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA;UNIMED NOROESTE FLUMINENSE;Cooperativa Médica;AV GETULIO VARGAS;473;;CENTRO;Santo Antônio de Pádua;RJ;28470000;22;38539900;;elane@noroesterj.unimed.coop.br;PAULO AFONSO DIAS;DIRETOR PRESIDENTE;1998-12-28
357260;87600000000000;UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;UNIMED NOROESTE/RS;Cooperativa Médica;RUA SIQUEIRA COUTO;93;5º ANDAR;CENTRO;Ijuí;RS;98700000;55;33319729;9743;juridico@unimednoroesters.com.br;LEANDRO ROBERTO OSS ZAMBON;DIRETOR-SUPERINTENDENTE;1998-12-21
371777;36000000000000;UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO;UNIMED NORTE CAPIXABA;Cooperativa Médica;AV AUGUSTO CALMON;2050;;COLINA;Linhares;ES;29900060;27;21036660;21036677;regulacao@unimednc.com.br;JAYR FREGONA JUNIOR;DIRETOR PRESIDENTE;1998-12-16
353663;74000000000000;UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO;UNIMED NORTE DO MATO GROSSO;Cooperativa Médica;RUA DAS ALPINIAS;679;;JARDIM MARINGÁ;Sinop;MT;78556259;66;35117038;35117070;unimed@unimed279.com.br;ERICO FOLCHINI DA SILVEIRA ;PRESIDENTE;1998-12-24
358282;80300000000000;UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO;UNIMED NORTE DO PARANÁ;Cooperativa Médica;RUA PARAIBA;321;;CENTRO;Cornélio Procópio;PR;86300000;43;35203011;35203023;danieli@unimedcp.com.br;EVANDRO BAZAN DE CARVALHO;DIRETOR-PRESIDENTE;1998-12-17
312592;30400000000000;UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO;UNIMED NORTE FLUMINENSE;Cooperativa Médica;RUA 10 DE MAIO;254;;CENTRO;Itaperuna;RJ;28300000;22;38249300;38249300;unimed@itaperuna.unimed.com.br;JOÃO PAULINO DA SILVA PRAZERES;DIRETOR PRESIDENTE;1998-12-21
323055;69100000000000;UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE ITUVERAVA;Cooperativa Médica;RUA CORONEL FLAUZINO BARBOSA SANDOVAL;1480;;CIDADE UNIVERSITÁRIA;Ituverava;SP;14500000;16;38303000;38303020;diretoria@unimednortepaulista.com.br;EDUARDO AUGUSTO DE LIMA PORTIOLI;PRESIDENTE;1998-12-21
366064;79000000000000;UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO;UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;RUA DOS EXPEDICIONARIOS;337;;CENTRO;Jacarezinho;PR;86400000;43;35112000;35112027;unimed@unimednortepioneiro.com.br;ANTONIO VENDRAMIN FILHO;DIRETOR PRESIDENTE;1998-12-17
324213;9240000000000;UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO;UNIMED NORTE/NORDESTE;Cooperativa Médica;AV. CARNEIRO DA CUNHA;64;;TORRE;João Pessoa;PB;58040020;83;30482500;30482750;operadora@unimed-nne.com.br;VICENTE JUSTINIANO BARBOSA NETO;REPRESENTANTE LEGAL JUNTO A ANS;1998-12-18
335479;29100000000000;UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.;UNIMED SERRANA RJ;Cooperativa Médica;RUA PRUDENTE DE MORAES;60;;VILA NOVA;Nova Friburgo;RJ;28630010;22;25198100;25198101;regulacao.ans@unimedserranarj.coop.br;ANTONIO FABIANO CHICRE DA COSTA;DIRETOR PRESIDENTE;1998-12-21
344397;28700000000000;UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO;UNIMED NOVA IGUAÇU;Cooperativa Médica;RUA CORONEL BERNARDINO DE MELO;1879;;CENTRO;Nova Iguaçu;RJ;26255140;21;37598275;37598306;ans@novaiguacu.unimed.com.br;JOE GONÇALVES SESTELLO;DIRETOR PRESIDENTE;1998-12-22
362140;10200000000000;UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO;UNIMED OESTE DO PARA COOP TRABALHO MEDICO;Cooperativa Médica;TRAVESSA DOM AMANDO;911;;SANTA CLARA;Santarém;PA;68005420;;;;renata.oliveira@unimedoestedopara.coop.br;ALBERTO MARIANO GUSMÃO TOLENTINO;REPRESENTANTE;1998-12-21
309907;37300000000000;UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO;UNIMED PALMAS;Cooperativa Médica;Q ACSU SO 40 RUA NS A;SN;CONJ 02 LOTE 08 ANDAR 1;PLANO DIRETOR SUL;Palmas;TO;77015554;63;30255800;;diretor.presidente@unimedpalmas.com.br;MAURICIO THOMAS KAWAI COSTA;DIRETOR PRESIDENTE;1998-12-24
369233;41200000000000;UNIMED PALMEIRA DOS ÍNDIOS COOPERATIVA DE TRABALHO MÉDICO;UNIMED PALMEIRA DOS ÍNDIOS;Cooperativa Médica;AV. VIEIRA DE BRITO;80-A;SÃO CRISTÓVÃO;SÃO CRISTÓVÃO;Palmeira dos Índios;AL;57601100;82;34212182;34212182;unimed@unimedpalmeira.com.br;DENIO FERNANDO CALIXTO BARROS;PRESIDENTE;1998-12-21
304344;42900000000000;UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.;UNIMED CENTRO-OESTE;Cooperativa Médica;RUA FRANCISCO SALES;119;;CENTRO;Pará de Minas;MG;35660017;37;32379900;32379991;unimed238@unimedcentro-oeste.coop.br;MARCIO DE MELO MORAIS;DIRETOR PRESIDENTE;1998-12-17
324523;41000000000000;UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO;UNIMED PARAIBA;Cooperativa Médica;AV. CARNEIRO DA CUNHA;89;;TORRE;João Pessoa;PB;58040240;83;32213993;32219345;unimedpb@unimedpb.com.br;GUALTER LISBOA RAMALHO;PRESIDENTE;1998-12-21
370681;80900000000000;UNIMED PATO BRANCO COOPERATIVA DE TRABALHO MEDICO;UNIMED PATO BRANCO;Cooperativa Médica;RUA TAMOIO;253;;CENTRO;Pato Branco;PR;85501067;46;21013000;21013001;patobranco@unimedpr.coop.br;RICARDO ANTONIO  HOPPEN;DIRETOR PRESIDENTE;1998-12-17
336467;8320000000000;UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO;UNIMED PATOS;Cooperativa Médica;AV DOUTOR PEDRO FIRMINO;295;;BRASÍLIA;Patos;PB;58700350;83;34214111;34215557;gerencia@unimedpatos.com.br; AUGUSTO MARCIO DE MELLO E SILVA SOARES;PRESIDENTE;1998-12-21
353060;38500000000000;UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.;UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO;Cooperativa Médica;AV. BRASIL;966;;CENTRO;Patos de Minas;MG;38700188;34;38201632;;unimedpatosdeminas@unimedpatosdeminas.com.br;ANDERSON AFONSO;REPRESENTANTE;1998-12-17
355593;41700000000000;UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.;UNIMED PATROCÍNIO;Cooperativa Médica;AVENIDA DOM JOSE ANDRE COIMBRA;1426;;CENTRO;Patrocínio;MG;38740000;34;38395666;38395666;unimed@unimedpatrocinio.com.br;THOMAZ JOSÉ MARRA DE AQUINO;PRESIDENTE;1998-12-17
311375;89900000000000;UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;UNIMED PELOTAS/RS;Cooperativa Médica;RUA ALMIRANTE BARROSO;2309;CASA;CENTRO;Pelotas;RS;96010280;53;33094900;33094923;regulacao@unimedpelotas.com.br;ROSANA SOUZA VAN DER LAAN;PRESIDENTE;1998-12-21
323993;28800000000000;UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO;UNIMED PETROPOLIS;Cooperativa Médica;RUA D. PEDRO I;465;;CENTRO;Petrópolis;RJ;25610020;24;99304496;;regulacao@unimedpetropolis.coop.br;JORGE WANDERLEY GABRICH;PRESIDENTE ;1998-12-24
310131;36900000000000;UNIMED PLANALTO - COOPERATIVA DE TRABALHO MÉDICO;UNIMED PLANALTO;Cooperativa Médica;PRAÇA RAIMUNDO DE ARAÚJO MELO;S/N;;CENTRO;Luziânia;GO;72800630;61;36221009;36221647;unimed@unimedplanalto.com.br;LUCAS ANTÔNIO RORIZ DE MORAES;PRESIDENTE;1998-12-24
362832;89100000000000;UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.;UNIMED PLANALTO CENTRAL RS;Cooperativa Médica;AVENIDA GENERAL CAMARA;589;;CENTRO;Cruz Alta;RS;98025780;5;533219007;533219003;ger.unimed061@comnet.com.br;CLAUDIA MARIETA MACHADO BARROS;REPRESENTANTE;1998-12-22
319384;87600000000000;UNIMED PLANALTO MÉDIO- COOPERATIVA DE SERVIÇOS MÉDICOS LTDA;UNIMED PLANALTO MÉDIO;Cooperativa Médica;RUA LAVA PÉS;1898;2º ANDAR;NONOAI;Passo Fundo;RS;99010170;54;33176300;33176328;secretaria@unimedpf.com.br;FRANCISCO JOSE DOS SANTOS NETO ;PRESIDENTE;1998-12-22
316148;41800000000000;UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS;UNIMED POCOS DE CALDAS;Cooperativa Médica;AVENIDA GENTIL MESSIAS;217;;VILA CRUZ;Poços de Caldas;MG;37701528;35;37297425;37293300;ans@unimedpc.coop.br;ODILON TREFÍGLIO NETO;DIRETOR PRESIDENTE;1998-12-18
349712;77800000000000;UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO;UNIMED PONTA GROSSA;Cooperativa Médica;RUA SANTOS DUMONT;1036;;CENTRO;Ponta Grossa;PR;84010360;42;32207001;;ouvidoria@unimedpg.com.br;RAFAEL FRANCISCO DOS SANTOS;DIRETOR ADMINISTRATIVO;1998-12-17
353876;730000000000;UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO;UNIMED PONTAL DO TRIÂNGULO;Cooperativa Médica;RUA ITUIUTABA;555;;CENTRO;Iturama;MG;38280000;12;34119000;34119031;gerencia@unimedpontal.coop.br;GILMAR DIAS DE ALMEIDA QUEIROZ;DIRETOR PRESIDENTE;1998-12-17
343722;1010000000000;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED PONTE NOVA E REGIÃO;Cooperativa Médica;AVENIDA DOM BOSCO;447;;PALMEIRAS;Ponte Nova;MG;35430232;31;38198551;;gerencia@unimedpontenova.com.br;SAMUEL MARCUS ALVES JORGE;DIRETOR PRESIDENTE;1998-12-16
